,action_taken_name,loan_purpose_name,denial_reason_name_1
4723,Application denied by financial institution,Home improvement,Credit application incomplete
4724,Application denied by financial institution,Refinancing,Collateral
4725,Application denied by financial institution,Refinancing,Credit application incomplete
4726,Application denied by financial institution,Home purchase,Debt-to-income ratio
4727,Application denied by financial institution,Home purchase,Debt-to-income ratio
4728,Application denied by financial institution,Refinancing,Credit history
4729,Application denied by financial institution,Refinancing,Other
4730,Application denied by financial institution,Home improvement,Credit history
4731,Application denied by financial institution,Home purchase,Collateral
4732,Application denied by financial institution,Refinancing,Credit application incomplete
4733,Application denied by financial institution,Home improvement,Other
4734,Application denied by financial institution,Home improvement,Credit history
4735,Application denied by financial institution,Home improvement,Collateral
4736,Application denied by financial institution,Home improvement,Credit history
4737,Application denied by financial institution,Refinancing,Debt-to-income ratio
4738,Application denied by financial institution,Home improvement,Credit history
4739,Application denied by financial institution,Home purchase,Debt-to-income ratio
4740,Application denied by financial institution,Home improvement,Credit history
4741,Application denied by financial institution,Home improvement,Credit history
4742,Application denied by financial institution,Refinancing,Collateral
4743,Application denied by financial institution,Refinancing,Other
4744,Application denied by financial institution,Home purchase,Credit history
4745,Application denied by financial institution,Home improvement,Credit history
4746,Application denied by financial institution,Refinancing,Collateral
4747,Application denied by financial institution,Refinancing,Credit history
4748,Application denied by financial institution,Refinancing,Debt-to-income ratio
4749,Application denied by financial institution,Refinancing,Debt-to-income ratio
4750,Application denied by financial institution,Home purchase,Credit history
4751,Application denied by financial institution,Refinancing,Credit application incomplete
4752,Application denied by financial institution,Refinancing,Debt-to-income ratio
4753,Application denied by financial institution,Home improvement,Debt-to-income ratio
4754,Application denied by financial institution,Refinancing,Debt-to-income ratio
